player_name,Wins
User_1,7580
User_2,7504
User_3,6681
User_4,6661
User_5,6645
User_6,6446
User_7,5778
User_8,5513
User_9,5443
User_10,5434
User_11,5280
User_12,5259
User_13,5104
User_14,5082
User_15,4807
User_16,4792
User_17,4735
User_18,4709
User_19,4582
User_20,4421
User_21,4392
User_22,4386
User_23,4357
User_24,4327
User_25,4309
User_26,4299
User_27,4271
User_28,4199
User_29,4181
User_30,4083
User_31,4061
User_32,4040
User_33,4029
User_34,4003
User_35,4002
User_36,3903
User_37,3888
User_38,3828
User_39,3777
User_40,3753
User_41,3753
User_42,3730
User_43,3725
User_44,3677
User_45,3660
User_46,3653
User_47,3638
User_48,3598
User_49,3571
User_50,3540
User_51,3491
User_52,3462
User_53,3431
User_54,3402
User_55,3397
User_56,3395
User_57,3386
User_58,3359
User_59,3359
User_60,3347
User_61,3259
User_62,3253
User_63,3245
User_64,3212
User_65,3196
User_66,3193
User_67,3190
User_68,3139
User_69,3133
User_70,3087
User_71,3081
User_72,3077
User_73,3062
User_74,3061
User_75,3022
User_76,3010
User_77,3006
User_78,3001
User_79,2998
User_80,2956
User_81,2950
User_82,2949
User_83,2916
User_84,2897
User_85,2847
User_86,2827
User_87,2820
User_88,2817
User_89,2805
User_90,2787
User_91,2757
User_92,2732
User_93,2731
User_94,2712
User_95,2698
User_96,2682
User_97,2681
User_98,2675
User_99,2665
User_100,2651
User_101,2650
User_102,2640
User_103,2637
User_104,2627
User_105,2625
User_106,2624
User_107,2617
User_108,2606
User_109,2604
User_110,2598
User_111,2597
User_112,2596
User_113,2594
User_114,2561
User_115,2552
User_116,2523
User_117,2515
User_118,2515
User_119,2494
User_120,2479
User_121,2477
User_122,2470
User_123,2468
User_124,2458
User_125,2454
User_126,2448
User_127,2440
User_128,2438
User_129,2434
User_130,2428
User_131,2412
User_132,2403
User_133,2395
User_134,2375
User_135,2367
User_136,2356
User_137,2348
User_138,2346
User_139,2334
User_140,2333
User_141,2332
User_142,2330
User_143,2320
User_144,2318
User_145,2316
User_146,2305
User_147,2294
User_148,2286
User_149,2284
User_150,2284
User_151,2279
User_152,2276
User_153,2276
User_154,2274
User_155,2273
User_156,2272
User_157,2270
User_158,2260
User_159,2257
User_160,2250
User_161,2246
User_162,2234
User_163,2233
User_164,2229
User_165,2218
User_166,2210
User_167,2207
User_168,2205
User_169,2202
User_170,2201
User_171,2197
User_172,2191
User_173,2185
User_174,2182
User_175,2181
User_176,2180
User_177,2177
User_178,2172
User_179,2172
User_180,2167
User_181,2150
User_182,2150
User_183,2148
User_184,2143
User_185,2132
User_186,2126
User_187,2125
User_188,2124
User_189,2124
User_190,2122
User_191,2119
User_192,2115
User_193,2104
User_194,2103
User_195,2095
User_196,2095
User_197,2094
User_198,2092
User_199,2090
User_200,2088
User_201,2085
User_202,2083
User_203,2076
User_204,2076
User_205,2072
User_206,2063
User_207,2055
User_208,2054
User_209,2053
User_210,2052
User_211,2050
User_212,2047
User_213,2040
User_214,2040
User_215,2037
User_216,2033
User_217,2027
User_218,2015
User_219,2006
User_220,1998
User_221,1996
User_222,1995
User_223,1983
User_224,1979
User_225,1971
User_226,1971
User_227,1967
User_228,1967
User_229,1961
User_230,1961
User_231,1960
User_232,1960
User_233,1957
User_234,1957
User_235,1956
User_236,1953
