player_name,Wins
User_1,14333
User_2,9820
User_3,9139
User_4,8715
User_5,8587
User_6,7896
User_7,7776
User_8,7766
User_9,7472
User_10,7424
User_11,7082
User_12,7039
User_13,6938
User_14,6896
User_15,6587
User_16,6554
User_17,6353
User_18,6229
User_19,6037
User_20,5926
User_21,5910
User_22,5892
User_23,5681
User_24,5641
User_25,5438
User_26,5371
User_27,5227
User_28,5190
User_29,5086
User_30,5052
User_31,4985
User_32,4892
User_33,4881
User_34,4842
User_35,4765
User_36,4718
User_37,4649
User_38,4580
User_39,4574
User_40,4534
User_41,4511
User_42,4474
User_43,4465
User_44,4357
User_45,4299
User_46,4261
User_47,4206
User_48,4172
User_49,4169
User_50,4163
User_51,4053
User_52,3993
User_53,3891
User_54,3883
User_55,3872
User_56,3870
User_57,3860
User_58,3844
User_59,3809
User_60,3783
User_61,3730
User_62,3729
User_63,3720
User_64,3627
User_65,3594
User_66,3576
User_67,3564
User_68,3498
User_69,3490
User_70,3468
User_71,3438
User_72,3413
User_73,3388
User_74,3358
User_75,3321
User_76,3311
User_77,3295
User_78,3250
User_79,3247
User_80,3240
User_81,3198
User_82,3181
User_83,3165
User_84,3164
User_85,3150
User_86,3144
User_87,3134
User_88,3122
User_89,3108
User_90,3075
User_91,3057
User_92,3049
User_93,3029
User_94,3017
User_95,3012
User_96,2973
User_97,2967
User_98,2953
User_99,2936
User_100,2930
User_101,2874
User_102,2867
User_103,2850
User_104,2808
User_105,2796
User_106,2794
User_107,2794
User_108,2781
User_109,2775
User_110,2763
User_111,2757
User_112,2754
User_113,2726
User_114,2713
User_115,2708
User_116,2704
User_117,2691
User_118,2691
User_119,2679
User_120,2678
User_121,2671
User_122,2671
User_123,2667
User_124,2654
User_125,2640
User_126,2629
User_127,2626
User_128,2620
User_129,2616
User_130,2596
User_131,2596
User_132,2594
User_133,2587
User_134,2586
User_135,2576
User_136,2552
User_137,2552
User_138,2551
User_139,2520
User_140,2513
User_141,2503
User_142,2493
User_143,2489
User_144,2474
User_145,2474
User_146,2464
User_147,2462
User_148,2461
User_149,2458
User_150,2447
User_151,2439
User_152,2429
User_153,2427
User_154,2427
User_155,2410
User_156,2397
User_157,2392
User_158,2385
User_159,2384
User_160,2383
User_161,2365
User_162,2363
User_163,2363
User_164,2332
User_165,2331
User_166,2330
User_167,2328
User_168,2320
User_169,2312
User_170,2301
User_171,2296
User_172,2294
User_173,2290
User_174,2287
User_175,2260
User_176,2260
User_177,2258
User_178,2256
User_179,2253
User_180,2247
User_181,2246
User_182,2244
User_183,2243
User_184,2227
User_185,2225
User_186,2224
User_187,2219
User_188,2213
User_189,2211
User_190,2196
User_191,2195
User_192,2193
User_193,2191
User_194,2191
User_195,2179
User_196,2177
User_197,2171
User_198,2166
User_199,2159
User_200,2154
User_201,2151
User_202,2146
User_203,2144
User_204,2139
User_205,2138
User_206,2132
User_207,2126
User_208,2122
User_209,2115
User_210,2112
User_211,2108
User_212,2104
User_213,2104
User_214,2101
User_215,2101
User_216,2097
User_217,2097
User_218,2095
User_219,2094
User_220,2090
User_221,2086
User_222,2083
User_223,2081
User_224,2074
User_225,2074
User_226,2073
User_227,2065
User_228,2062
User_229,2060
User_230,2055
User_231,2049
User_232,2049
User_233,2046
User_234,2043
User_235,2041
User_236,2035
User_237,2027
User_238,2026
User_239,2026
User_240,2025
User_241,2020
User_242,1995
User_243,1993
User_244,1991
User_245,1985
User_246,1983
User_247,1983
User_248,1978
User_249,1971
User_250,1970
User_251,1964
User_252,1957
User_253,1957
User_254,1956
User_255,1954
User_256,1953
User_257,1946
User_258,1946
User_259,1945
User_260,1939
User_261,1933
User_262,1931
User_263,1928
User_264,1927
User_265,1920
User_266,1919
User_267,1914
User_268,1913
User_269,1911
User_270,1910
User_271,1903
User_272,1895
User_273,1888
User_274,1886
User_275,1880
User_276,1879
User_277,1874
User_278,1867
User_279,1865
User_280,1863
User_281,1861
User_282,1861
User_283,1861
User_284,1856
User_285,1853
User_286,1851
User_287,1851
User_288,1847
User_289,1847
User_290,1845
User_291,1844
User_292,1834
User_293,1834
User_294,1832
User_295,1832
User_296,1830
User_297,1828
User_298,1826
User_299,1820
User_300,1815
User_301,1813
User_302,1810
User_303,1809
User_304,1809
User_305,1809
User_306,1804
User_307,1804
User_308,1802
User_309,1799
User_310,1784
User_311,1781
User_312,1780
User_313,1777
User_314,1773
User_315,1770
User_316,1761
User_317,1761
User_318,1758
User_319,1753
User_320,1747
User_321,1744
User_322,1742
User_323,1738
User_324,1737
User_325,1729
User_326,1729
User_327,1725
User_328,1724
User_329,1724
User_330,1722
User_331,1721
User_332,1719
User_333,1717
User_334,1716
User_335,1713
User_336,1709
User_337,1708
User_338,1704
User_339,1701
User_340,1699
User_341,1697
User_342,1697
User_343,1697
User_344,1697
User_345,1694
User_346,1691
User_347,1690
User_348,1686
User_349,1676
User_350,1673
User_351,1672
User_352,1671
User_353,1664
User_354,1659
User_355,1657
User_356,1648
User_357,1645
User_358,1645
User_359,1642
User_360,1642
User_361,1642
User_362,1640
User_363,1639
User_364,1632
User_365,1632
User_366,1632
User_367,1632
User_368,1628
User_369,1626
User_370,1625
User_371,1624
User_372,1622
User_373,1620
User_374,1617
User_375,1609
User_376,1608
User_377,1606
User_378,1603
User_379,1602
User_380,1602
User_381,1601
User_382,1601
User_383,1600
User_384,1599
User_385,1596
User_386,1596
User_387,1596
User_388,1595
User_389,1593
User_390,1593
User_391,1592
User_392,1586
User_393,1581
User_394,1580
User_395,1576
User_396,1575
User_397,1574
User_398,1572
User_399,1566
User_400,1565
User_401,1561
User_402,1559
User_403,1557
User_404,1555
User_405,1551
User_406,1549
User_407,1547
User_408,1545
User_409,1544
User_410,1542
User_411,1540
User_412,1539
User_413,1538
User_414,1535
User_415,1532
User_416,1532
User_417,1529
User_418,1527
User_419,1526
User_420,1525
User_421,1519
User_422,1519
User_423,1518
User_424,1514
User_425,1512
User_426,1512
User_427,1506
User_428,1505
User_429,1505
User_430,1504
User_431,1503
User_432,1503
User_433,1503
User_434,1502
User_435,1501
User_436,1499
User_437,1498
User_438,1498
User_439,1495
User_440,1493
User_441,1493
User_442,1493
User_443,1493
User_444,1492
User_445,1490
User_446,1487
User_447,1487
User_448,1485
User_449,1485
User_450,1483
User_451,1483
User_452,1480
User_453,1480
User_454,1480
User_455,1480
User_456,1478
User_457,1474
User_458,1473
User_459,1472
User_460,1471
User_461,1470
User_462,1469
User_463,1469
User_464,1467
User_465,1466
User_466,1464
User_467,1462
User_468,1462
User_469,1459
User_470,1456
User_471,1455
User_472,1455
User_473,1454
User_474,1451
User_475,1448
User_476,1447
User_477,1446
User_478,1444
User_479,1443
User_480,1442
User_481,1441
User_482,1440
User_483,1438
User_484,1438
User_485,1437
User_486,1436
User_487,1436
User_488,1435
User_489,1435
User_490,1434
User_491,1433
User_492,1430
User_493,1430
User_494,1429
User_495,1429
User_496,1429
User_497,1428
User_498,1425
User_499,1424
User_500,1423
