player_name,Wins
User_1,15355
User_2,14088
User_3,13041
User_4,12675
User_5,12637
User_6,12104
User_7,11816
User_8,11749
User_9,11548
User_10,11412
User_11,11187
User_12,10515
User_13,9306
User_14,8879
User_15,8623
User_16,8557
User_17,8511
User_18,8506
User_19,8377
User_20,8101
User_21,7811
User_22,7616
User_23,7559
User_24,7501
User_25,7449
User_26,7337
User_27,7285
User_28,7240
User_29,7082
User_30,7056
User_31,7045
User_32,7003
User_33,6886
User_34,6728
User_35,6557
User_36,6512
User_37,6483
User_38,6460
User_39,6433
User_40,6379
User_41,6253
User_42,6195
User_43,6146
User_44,6113
User_45,6064
User_46,6036
User_47,6035
User_48,6019
User_49,6011
User_50,5988
User_51,5948
User_52,5931
User_53,5870
User_54,5862
User_55,5822
User_56,5796
User_57,5752
User_58,5706
User_59,5704
User_60,5685
User_61,5648
User_62,5598
User_63,5537
User_64,5508
User_65,5499
User_66,5391
User_67,5372
User_68,5351
User_69,5312
User_70,5302
User_71,5287
User_72,5285
User_73,5256
User_74,5245
User_75,5185
User_76,5176
User_77,5175
User_78,5172
User_79,5151
User_80,5113
User_81,5026
User_82,5019
User_83,4995
User_84,4992
User_85,4970
User_86,4876
User_87,4840
User_88,4834
User_89,4822
User_90,4815
User_91,4791
User_92,4791
User_93,4774
User_94,4757
User_95,4745
User_96,4703
User_97,4685
User_98,4630
User_99,4613
User_100,4607
User_101,4566
User_102,4560
User_103,4557
User_104,4546
User_105,4526
User_106,4517
User_107,4488
User_108,4460
User_109,4440
User_110,4430
User_111,4423
User_112,4403
User_113,4357
User_114,4356
User_115,4309
User_116,4280
User_117,4278
User_118,4261
User_119,4238
User_120,4225
User_121,4216
User_122,4216
User_123,4201
User_124,4169
User_125,4165
User_126,4160
User_127,4157
User_128,4140
User_129,4127
User_130,4095
User_131,4092
User_132,4089
User_133,4087
User_134,4075
User_135,4072
User_136,4067
User_137,4058
User_138,4056
User_139,4052
User_140,4050
User_141,4045
User_142,4037
User_143,4037
User_144,4007
User_145,3932
User_146,3926
User_147,3910
User_148,3897
User_149,3895
User_150,3890
User_151,3873
User_152,3843
User_153,3839
User_154,3809
User_155,3808
User_156,3807
User_157,3806
User_158,3795
User_159,3790
User_160,3788
User_161,3782
User_162,3774
User_163,3771
User_164,3769
User_165,3767
User_166,3760
User_167,3759
User_168,3735
User_169,3715
User_170,3687
User_171,3685
User_172,3684
User_173,3683
User_174,3681
User_175,3672
User_176,3658
User_177,3655
User_178,3635
User_179,3634
User_180,3627
User_181,3625
User_182,3618
User_183,3615
User_184,3611
User_185,3606
User_186,3604
User_187,3602
User_188,3579
User_189,3577
User_190,3573
User_191,3565
User_192,3558
User_193,3551
User_194,3539
User_195,3524
User_196,3518
User_197,3511
User_198,3504
User_199,3480
User_200,3477
User_201,3477
User_202,3476
User_203,3473
User_204,3470
User_205,3465
User_206,3452
User_207,3448
User_208,3445
User_209,3442
User_210,3416
User_211,3413
User_212,3406
User_213,3399
User_214,3394
User_215,3394
User_216,3388
User_217,3383
User_218,3381
User_219,3381
User_220,3377
User_221,3372
User_222,3367
User_223,3359
User_224,3352
User_225,3352
User_226,3337
User_227,3336
User_228,3335
User_229,3332
User_230,3321
User_231,3316
User_232,3314
User_233,3313
User_234,3299
User_235,3279
User_236,3279
User_237,3267
User_238,3267
User_239,3266
User_240,3262
User_241,3254
User_242,3247
User_243,3246
User_244,3236
User_245,3232
User_246,3232
User_247,3209
User_248,3207
User_249,3206
User_250,3203
User_251,3196
User_252,3194
User_253,3192
User_254,3189
User_255,3186
User_256,3183
User_257,3177
User_258,3176
User_259,3174
User_260,3170
User_261,3167
User_262,3166
User_263,3164
User_264,3156
User_265,3143
User_266,3143
User_267,3138
User_268,3136
User_269,3134
User_270,3130
User_271,3124
User_272,3123
User_273,3123
User_274,3120
User_275,3118
User_276,3115
User_277,3106
User_278,3089
User_279,3089
User_280,3087
User_281,3085
User_282,3080
User_283,3072
User_284,3071
User_285,3069
