player_name,Kills
User_320,"34,370"
User_321,"34,366"
User_322,"34,256"
User_323,"34,223"
User_324,"34,205"
User_325,"34,198"
User_326,"34,189"
User_327,"34,184"
User_328,"34,089"
User_329,"34,050"
User_330,"34,039"
User_331,"34,000"
User_332,"33,914"
User_333,"33,903"
User_334,"33,860"
User_335,"33,858"
User_336,"33,839"
User_337,"33,810"
User_338,"33,752"
User_339,"33,708"
User_340,"33,519"
User_341,"33,454"
User_342,"33,453"
User_343,"33,370"
User_344,"33,351"
User_345,"33,301"
User_346,"33,265"
User_347,"33,259"
User_348,"33,209"
User_349,"33,191"
User_350,"33,188"
User_351,"33,093"
User_352,"32,985"
User_353,"32,917"
User_354,"32,875"
User_355,"32,811"
User_356,"32,791"
User_357,"32,789"
User_358,"32,765"
User_359,"32,765"
User_360,"32,759"
User_361,"32,525"
User_362,"32,508"
User_363,"32,494"
User_364,"32,480"
User_365,"32,444"
User_366,"32,379"
User_367,"32,378"
User_368,"32,350"
User_369,"32,344"
User_370,"32,300"
User_371,"32,276"
User_372,"32,196"
User_373,"32,168"
User_374,"32,100"
User_375,"32,070"
User_376,"32,012"
User_377,"32,000"
User_378,"31,977"
User_379,"31,945"
User_380,"31,936"
User_381,"31,932"
User_382,"31,930"
User_383,"31,842"
User_384,"31,787"
User_385,"31,744"
User_386,"31,733"
User_387,"31,622"
User_388,"31,619"
User_389,"31,585"
User_390,"31,552"
User_391,"31,541"
User_392,"31,529"
User_393,"31,491"
User_394,"31,479"
User_395,"31,461"
User_396,"31,420"
User_397,"31,384"
User_398,"31,370"
User_399,"31,359"
User_400,"31,333"
User_401,"31,305"
User_402,"31,295"
User_403,"31,277"
User_404,"31,203"
User_405,"31,171"
User_406,"31,161"
User_407,"31,113"
User_408,"31,113"
User_409,"31,076"
User_410,"31,071"
User_411,"31,063"
User_412,"31,033"
User_413,"31,024"
User_414,"31,002"
User_415,"30,965"
User_416,"30,955"
User_417,"30,952"
User_418,"30,928"
User_419,"30,918"
User_420,"30,902"
User_421,"30,871"
User_422,"30,854"
User_423,"30,850"
User_424,"30,826"
User_425,"30,758"
User_426,"30,750"
User_427,"30,749"
User_428,"30,745"
User_429,"30,720"
User_430,"30,713"
User_431,"30,696"
User_432,"30,682"
User_433,"30,616"
User_434,"30,591"
User_435,"30,587"
User_436,"30,563"
User_437,"30,554"
User_438,"30,517"
User_439,"30,507"
User_440,"30,499"
User_441,"30,477"
User_442,"30,473"
User_443,"30,459"
User_444,"30,431"
User_445,"30,422"
User_446,"30,276"
User_447,"30,270"
User_448,"30,257"
User_449,"30,245"
User_450,"30,229"
User_451,"30,219"
User_452,"30,211"
User_453,"30,210"
User_454,"30,199"
User_455,"30,194"
User_456,"30,179"
User_457,"30,172"
User_458,"30,118"
User_459,"30,116"
User_460,"30,069"
User_461,"30,056"
User_462,"30,018"
User_463,"30,006"
User_464,"29,966"
User_465,"29,956"
User_466,"29,926"
User_467,"29,906"
User_468,"29,900"
User_469,"29,856"
User_470,"29,841"
User_471,"29,837"
User_472,"29,836"
User_473,"29,811"
User_474,"29,762"
User_475,"29,708"
User_476,"29,700"
User_477,"29,682"
User_478,"29,681"
User_479,"29,674"
User_480,"29,616"
User_481,"29,589"
User_482,"29,561"
User_483,"29,523"
User_484,"29,519"
User_485,"29,491"
User_486,"29,459"
User_487,"29,458"
User_488,"29,415"
User_489,"29,395"
User_490,"29,371"
User_491,"29,365"
User_492,"29,352"
User_493,"29,344"
User_494,"29,280"
User_495,"29,280"
User_496,"29,150"
User_497,"29,139"
User_498,"29,054"
User_499,"29,049"
User_500,"29,023"
