player_name,Damage
User_1,72279874
User_2,70569104
User_3,56078990
User_4,48876930
User_5,41003994
User_6,25970349
User_7,25769170
User_8,25705978
User_9,25428957
User_10,25163070
User_11,25147516
User_12,23978970
User_13,23319989
User_14,22534649
User_15,20956113
User_16,20953868
User_17,20475651
User_18,20438615
User_19,19961394
User_20,18872799
User_21,18532255
User_22,18507726
User_23,18205036
User_24,18002475
User_25,17999263
User_26,17873894
User_27,17710570
User_28,17688360
User_29,17220119
User_30,17119869
User_31,17057679
User_32,17010808
User_33,16779343
User_34,16710089
User_35,16633714
User_36,16448483
User_37,16308630
User_38,16071101
User_39,15993652
User_40,15921957
User_41,15744188
User_42,15710277
User_43,15655818
User_44,15612213
User_45,15503765
User_46,15473060
User_47,15459105
User_48,15457599
User_49,15430084
User_50,15404724
User_51,15313786
User_52,15252683
User_53,15245962
User_54,15176847
User_55,15153408
User_56,15129367
User_57,15129367
User_58,15029155
User_59,14967077
User_60,14855691
User_61,14792471
User_62,14619639
User_63,14617560
User_64,14537661
User_65,14482855
User_66,14474597
User_67,14326609
User_68,14099269
User_69,14080543
User_70,13978119
User_71,13907147
User_72,13885588
User_73,13799489
User_74,13614744
User_75,13603390
User_76,13510117
User_77,13495268
User_78,13459656
User_79,13447184
User_80,13425714
User_81,13405229
User_82,13404548
User_83,13286987
User_84,13171369
User_85,13158629
User_86,13086275
User_87,12954986
User_88,12943046
User_89,12897651
User_90,12888977
User_91,12798639
User_92,12730351
User_93,12724468
User_94,12718412
User_95,12709915
User_96,12701349
User_97,12689721
User_98,12596342
User_99,12574009
User_100,12485985
User_101,12478845
User_102,12433391
User_103,12429790
User_104,12353734
User_105,12265080
User_106,12256467
User_107,12216182
User_108,12206776
User_109,12161859
User_110,12122968
User_111,12060288
User_112,12036372
User_113,12028528
User_114,12027556
User_115,11992299
User_116,11989106
User_117,11981826
User_118,11979439
User_119,11950710
User_120,11938496
User_121,11928295
User_122,11871893
User_123,11860923
User_124,11823314
User_125,11822902
User_126,11770615
User_127,11739583
User_128,11730302
User_129,11702989
User_130,11690868
User_131,11579265
User_132,11565788
User_133,11537910
User_134,11508619
User_135,11376084
User_136,11371902
User_137,11364643
User_138,11325439
User_139,11275867
User_140,11246586
User_141,11245623
User_142,11229349
User_143,11201690
User_144,11112778
User_145,11087735
User_146,11066667
User_147,11032049
User_148,10985587
User_149,10983101
User_150,10937619
User_151,10915219
User_152,10879733
User_153,10876282
User_154,10875606
User_155,10871050
User_156,10827663
User_157,10826574
User_158,10812212
User_159,10788015
User_160,10777728
User_161,10766722
User_162,10741660
User_163,10727614
User_164,10725048
User_165,10719115
User_166,10709908
User_167,10708784
User_168,10698012
User_169,10655888
User_170,10642741
User_171,10640349
User_172,10638530
User_173,10627692
User_174,10607205
User_175,10595654
User_176,10593741
User_177,10567689
User_178,10542119
User_179,10508446
User_180,10506787
User_181,10491318
User_182,10485381
User_183,10477103
User_184,10473418
User_185,10462311
User_186,10437645
User_187,10390087
User_188,10367781
User_189,10329891
User_190,10322533
User_191,10318503
User_192,10317349
User_193,10306950
User_194,10277985
User_195,10238403
User_196,10230980
User_197,10213638
User_198,10187748
User_199,10167375
User_200,10161750
User_201,10149143
User_202,10146121
User_203,10072595
User_204,10021675
User_205,10016137
User_206,9991107
User_207,9991080
User_208,9966945
User_209,9964663
User_210,9947006
User_211,9936433
User_212,9932053
User_213,9924931
User_214,9914277
User_215,9889057
User_216,9887458
User_217,9862732
User_218,9861640
User_219,9855039
User_220,9825828
User_221,9821435
User_222,9806199
User_223,9795469
User_224,9789902
User_225,9780217
User_226,9747402
User_227,9736509
User_228,9725421
User_229,9723227
User_230,9709950
User_231,9703955
User_232,9695477
User_233,9694784
User_234,9693318
User_235,9684813
User_236,9669859
User_237,9650480
User_238,9642995
User_239,9640872
User_240,9639232
User_241,9606631
User_242,9604695
User_243,9601415
User_244,9559673
User_245,9545579
User_246,9543984
User_247,9531790
User_248,9531139
User_249,9525872
User_250,9518712
User_251,9512184
User_252,9506933
User_253,9468427
User_254,9443452
User_255,9430297
User_256,9417750
User_257,9400366
User_258,9378711
User_259,9344129
User_260,9325946
User_261,9307056
User_262,9278867
User_263,9243278
User_264,9226230
User_265,9215124
User_266,9211652
User_267,9192335
User_268,9171217
User_269,9164430
User_270,9153514
User_271,9118121
User_272,9100396
User_273,9067008
User_274,9063846
User_275,9061731
User_276,9046414
User_277,9044219
User_278,9042359
User_279,9038811
User_280,9027299
User_281,9016130
User_282,9013856
User_283,8998564
User_284,8994331
User_285,8975366
User_286,8975208
User_287,8973859
User_288,8946678
User_289,8937952
User_290,8930132
User_291,8918384
User_292,8914088
User_293,8877958
User_294,8877780
User_295,8875317
User_296,8870237
User_297,8863740
User_298,8852680
User_299,8845795
User_300,8840192
User_301,8839130
User_302,8836382
User_303,8832196
User_304,8827134
User_305,8820540
User_306,8815512
User_307,8808809
User_308,8801787
User_309,8795190
User_310,8784850
User_311,8783813
User_312,8782108
User_313,8773668
User_314,8765775
User_315,8761359
User_316,8757086
User_317,8749571
User_318,8744393
User_319,8732563
User_320,8707571
User_321,8702701
User_322,8673661
User_323,8673269
User_324,8667211
User_325,8663445
User_326,8650268
User_327,8614147
User_328,8612578
User_329,8596769
User_330,8594452
User_331,8583790
User_332,8571603
User_333,8565070
User_334,8546784
User_335,8541033
User_336,8535786
User_337,8520952
User_338,8515637
User_339,8495933
User_340,8490075
User_341,8488384
User_342,8486942
User_343,8486058
User_344,8474955
User_345,8473616
User_346,8468711
User_347,8463204
User_348,8448584
User_349,8442967
User_350,8439310
User_351,8427395
User_352,8417409
User_353,8408240
User_354,8406739
User_355,8387080
User_356,8385278
User_357,8356067
User_358,8353765
User_359,8345345
User_360,8335685
User_361,8314775
User_362,8299609
User_363,8282068
User_364,8280895
User_365,8278900
User_366,8277556
User_367,8271876
User_368,8262552
User_369,8249677
User_370,8234028
User_371,8230633
User_372,8217584
User_373,8214091
User_374,8212505
User_375,8208355
User_376,8198817
