player_name,Damage
User_1,144537696
User_2,81466652
User_3,77160304
User_4,50955470
User_5,39720288
User_6,38205714
User_7,37640294
User_8,36422172
User_9,35301850
User_10,33972331
User_11,33769133
User_12,33265782
User_13,33164493
User_14,32716822
User_15,32649416
User_16,32140800
User_17,31375857
User_18,31280914
User_19,30534308
User_20,30210043
User_21,29825264
User_22,28426253
User_23,28184201
User_24,27811007
User_25,27529941
User_26,27323053
User_27,27276673
User_28,27173785
User_29,27149149
User_30,26691853
User_31,26311660
User_32,26257843
User_33,26180304
User_34,25887653
User_35,25832673
User_36,25281974
User_37,25179993
User_38,25008811
User_39,24982671
User_40,24585829
User_41,24446198
User_42,24445195
User_43,24405871
User_44,24299894
User_45,24219001
User_46,24156728
User_47,23861750
User_48,23742185
User_49,23509350
User_50,23428934
User_51,23362301
User_52,23345357
User_53,23185946
User_54,23102772
User_55,23059047
User_56,23012049
User_57,22674683
User_58,22593718
User_59,22592636
User_60,22520435
User_61,22478103
User_62,22385405
User_63,22360968
User_64,22345957
User_65,22320904
User_66,22292009
User_67,22189896
User_68,21994831
User_69,21602783
User_70,21578642
User_71,21536152
User_72,21498657
User_73,21492133
User_74,21474836
User_75,21474836
User_76,21463812
User_77,21434173
User_78,21161020
User_79,21147058
User_80,21126243
User_81,21044363
User_82,20987644
User_83,20869350
User_84,20856475
User_85,20837322
User_86,20717554
User_87,20696764
User_88,20602488
User_89,20547660
User_90,20527093
User_91,20514453
User_92,20489989
User_93,20466424
User_94,20423351
User_95,20390010
User_96,20322481
User_97,20316492
User_98,20289775
User_99,20274680
User_100,20225472
User_101,20204623
User_102,20115506
User_103,20086777
User_104,20082871
User_105,20056925
User_106,20032140
User_107,20020402
User_108,20018459
User_109,19984364
User_110,19956841
User_111,19956645
User_112,19820763
User_113,19789756
User_114,19672877
User_115,19666412
User_116,19600105
User_117,19505322
User_118,19505322
User_119,19503795
User_120,19466968
User_121,19435117
User_122,19384215
User_123,19327193
User_124,19309906
User_125,19277040
User_126,19276442
User_127,19250931
User_128,19249429
User_129,19222405
User_130,19203255
User_131,19166815
User_132,19146008
User_133,19116397
User_134,19023723
User_135,18973953
User_136,18927216
User_137,18922873
User_138,18911768
User_139,18906948
User_140,18873648
User_141,18733148
User_142,18729423
User_143,18703733
User_144,18655276
User_145,18636049
User_146,18629554
User_147,18570778
User_148,18570492
User_149,18555574
User_150,18549869
User_151,18528820
User_152,18520946
User_153,18495469
User_154,18481344
User_155,18437144
User_156,18416203
User_157,18380260
User_158,18357976
User_159,18325068
User_160,18297157
User_161,18267001
User_162,18260571
User_163,18240405
User_164,18158277
User_165,18136627
User_166,18116378
User_167,18093355
User_168,18048901
User_169,17967735
User_170,17935110
User_171,17929592
User_172,17831039
User_173,17814210
User_174,17789174
User_175,17788910
User_176,17744150
User_177,17694896
User_178,17659088
User_179,17645130
User_180,17631484
User_181,17605847
User_182,17574644
User_183,17548404
User_184,17525514
User_185,17513186
User_186,17510902
User_187,17510416
User_188,17506824
User_189,17500072
User_190,17475409
User_191,17444945
User_192,17424227
User_193,17415121
User_194,17410919
User_195,17364117
User_196,17279620
User_197,17254650
User_198,17232305
User_199,17216254
User_200,17185839
User_201,17184010
User_202,17174110
User_203,17081880
User_204,17068352
User_205,17064167
User_206,17064167
User_207,17035654
User_208,16997273
User_209,16979520
User_210,16973001
User_211,16971627
User_212,16956609
User_213,16892760
User_214,16837624
User_215,16816714
User_216,16781276
User_217,16757112
User_218,16756955
User_219,16697844
User_220,16697806
User_221,16690558
User_222,16658552
User_223,16648020
User_224,16647916
User_225,16638906
User_226,16599234
User_227,16556357
User_228,16527759
User_229,16515008
User_230,16502761
User_231,16482750
User_232,16482750
User_233,16448829
User_234,16445623
User_235,16421166
User_236,16420175
User_237,16418169
User_238,16416180
User_239,16413493
User_240,16387412
User_241,16345957
User_242,16271236
User_243,16270739
User_244,16261772
User_245,16238447
User_246,16221991
User_247,16215738
User_248,16202264
User_249,16192114
User_250,16161618
User_251,16158661
User_252,16094674
User_253,16088152
User_254,16086682
User_255,16023105
User_256,16010846
User_257,16004088
User_258,15990545
User_259,15951649
User_260,15946536
User_261,15944096
User_262,15910315
User_263,15907359
User_264,15902451
User_265,15878573
User_266,15872307
User_267,15866860
User_268,15848379
User_269,15831118
User_270,15830411
User_271,15825943
User_272,15813462
User_273,15796841
User_274,15791096
User_275,15784677
User_276,15776137
User_277,15774568
User_278,15722762
User_279,15696624
User_280,15677584
User_281,15656550
User_282,15625905
User_283,15614067
User_284,15578894
User_285,15573438
User_286,15571203
User_287,15552284
User_288,15523808
User_289,15521150
User_290,15512878
User_291,15508879
User_292,15424880
User_293,15416468
User_294,15385351
User_295,15379257
User_296,15368598
User_297,15363373
User_298,15337131
User_299,15333329
User_300,15332883
User_301,15321159
User_302,15292757
User_303,15279051
User_304,15270985
User_305,15260649
User_306,15259873
User_307,15238187
User_308,15230548
User_309,15221566
User_310,15213383
User_311,15210805
User_312,15179819
User_313,15173530
User_314,15166575
User_315,15149523
User_316,15111482
User_317,15109325
User_318,15103653
User_319,15068438
User_320,15066693
User_321,15066266
User_322,15058427
User_323,15053076
User_324,15052055
User_325,15043974
User_326,15042400
User_327,15020014
User_328,15015844
User_329,15006015
User_330,15003244
User_331,14997670
User_332,14973948
User_333,14941809
User_334,14933779
User_335,14893693
User_336,14888369
User_337,14883987
User_338,14879262
User_339,14874613
User_340,14865559
User_341,14861341
User_342,14838645
User_343,14835051
User_344,14784439
User_345,14773144
User_346,14750877
User_347,14700061
User_348,14675425
User_349,14675036
User_350,14654846
User_351,14652048
User_352,14645945
User_353,14641774
User_354,14635587
User_355,14626207
User_356,14625768
User_357,14624627
User_358,14615061
User_359,14613352
User_360,14600024
User_361,14598708
User_362,14584670
User_363,14579933
User_364,14572681
User_365,14567364
User_366,14565031
User_367,14563736
User_368,14555914
User_369,14507230
User_370,14506939
User_371,14500729
User_372,14493758
User_373,14488892
User_374,14474628
User_375,14472391
User_376,14450213
User_377,14414031
User_378,14406066
User_379,14395237
User_380,14394984
User_381,14374293
User_382,14362910
User_383,14351780
User_384,14350100
User_385,14348366
User_386,14340055
User_387,14338470
User_388,14334296
User_389,14326411
User_390,14318973
User_391,14311516
User_392,14309258
User_393,14304789
User_394,14292715
User_395,14262251
User_396,14243840
User_397,14236500
User_398,14232550
User_399,14226668
User_400,14204407
User_401,14203249
User_402,14199833
User_403,14187942
User_404,14186376
User_405,14185572
User_406,14177417
User_407,14172632
User_408,14169962
User_409,14156362
User_410,14153311
User_411,14144943
User_412,14136177
User_413,14126488
User_414,14121180
User_415,14111994
User_416,14099638
User_417,14098042
User_418,14093278
User_419,14084357
User_420,14071254
User_421,14067464
User_422,14061486
User_423,14055272
User_424,14009223
User_425,14008059
User_426,14007437
User_427,13999460
User_428,13997119
User_429,13996370
User_430,13982571
User_431,13948113
User_432,13947996
User_433,13927959
User_434,13922690
User_435,13892503
User_436,13890105
User_437,13877102
User_438,13862960
User_439,13850815
User_440,13846991
User_441,13838746
User_442,13816439
User_443,13816431
User_444,13802008
User_445,13798393
User_446,13798106
User_447,13797166
User_448,13788533
User_449,13785925
User_450,13771007
User_451,13766604
User_452,13764798
User_453,13748743
User_454,13743684
User_455,13737689
User_456,13714824
User_457,13699037
User_458,13694879
User_459,13687244
User_460,13686315
User_461,13677244
User_462,13672770
User_463,13671725
User_464,13670477
User_465,13650609
User_466,13649081
User_467,13646656
User_468,13645923
User_469,13628025
User_470,13619588
User_471,13616028
User_472,13605481
User_473,13605324
User_474,13589111
User_475,13588443
User_476,13582854
User_477,13574252
User_478,13571170
User_479,13561085
User_480,13547886
User_481,13518228
User_482,13513569
User_483,13500872
User_484,13497367
User_485,13493192
User_486,13453999
User_487,13453246
User_488,13448629
User_489,13446620
User_490,13446361
User_491,13446306
User_492,13437817
User_493,13436508
User_494,13434429
User_495,13433606
User_496,13428930
User_497,13423901
User_498,13420078
User_499,13417381
User_500,13414585
